"TÍTULO","TIPO DE SERVIÇO","GRUPO DE ATIVIDADE","LINHA DE AÇÃO","AVALIAÇÃO DE POLÍTICA PÚBLICA","PUBLICAÇÃO","LOCALIDADES"
"Relatório de Avaliação nº 829627 – Companhia Docas do Espírito Santo (CODESA) - Riscos associados ao processo de desestatização",Consultoria,Demandas Externas e Representações,Auditoria interna governamental,Não,17/02/2022,"Vitória/ES"
"Relatório de Avaliação nº 828589 – SERPRO - Riscos associados à eventual desestatização",Consultoria,Outros,Auditoria interna governamental,Não,18/02/2022,"Brasília/DF"
"Relatório de Avaliação nº 828589 – DATAPREV - Riscos associados à eventual desestatização",Consultoria,Outros,Auditoria interna governamental,Não,04/02/2022,"Brasília/DF"
"Relatório de Avaliação nº 828485 - Fundo Estadual de Saúde de Sergipe – Aquisição de medicamentos",Apuração,Outros,Auditoria interna governamental,Sim,26/05/2023,"Aracaju/SE"
"Relatório de Avaliação nº 826377 - INSS - Acordos de Cooperação Técnica",Avaliação,Outros,Auditoria interna governamental,Não,30/09/2022,"Vitória/ES"
"Relatório de Avaliação nº 826367 - Secretaria Nacional de Assistência Social - Benefício de Prestação Continuada",Avaliação,Outros,Auditoria interna governamental,Não,09/08/2021,"Brasília/DF"
"Relatório de Avaliação nº 826350 - Hemobrás - Governança de TI",Avaliação,Outros,Auditoria interna governamental,Não,09/06/2021,"Recife/PE"
"Relatório de Avaliação nº 825966 - Petrobras - Avaliação dos Desinvestimentos em Exploração e Produção",Avaliação,Outros,Auditoria interna governamental,Não,06/10/2021,"Rio de Janeiro/RJ, Goiânia/GO"
"Relatório de Avaliação nº 825104 – Empresas Estatais Dependentes – rubrica “Abate Teto”",Avaliação,Outros,Auditoria interna governamental,Não,08/07/2021,"Brasília/DF"
"Relatório de Avaliação nº 824726 - Subsecretaria de Unidades Vinculadas do MCTI - Contrato de Gestão Embrapii",Avaliação,Outros,Auditoria interna governamental,Não,07/06/2021,"Brasília/DF"
"Relatório de Avaliação nº 824014 - Prefeitura Municipal de Japurá/PR - Sistema de Esgotamento Sanitário no âmbito do Termo de Compromisso (TC) nº 322/2014.",Avaliação,Outros,Auditoria interna governamental,Sim,16/11/2022,"Japurá/PR"
"Relatório de Avaliação nº 824001 - Casa da Moeda do Brasil",Avaliação,Outros,Auditoria interna governamental,Não,26/10/2021,"São Paulo/SP"
"Relatório de Avaliação nº 823876-MDR-Diagnóstico do Esgotamento Sanitário de Maceió",Avaliação,Outros,Auditoria interna governamental,Sim,21/01/2022,"Maceió/AL"
"Relatório de Avaliação nº 821876 - Petrobras - Desinvestimentos no Segmento de Refino",Avaliação,Outros,Auditoria Interna Governamental,Não,04/01/2024,"Vitória/ES, Rio de Janeiro/RJ"
"Relatório de Avaliação nº 821855 - Eletronorte - Linha de Transmissão Manaus (AM) - Boa Vista (RR)",Avaliação,Outros,Auditoria interna governamental,Não,23/12/2021,"Manaus/AM, Boa Vista/RR, Brasília/DF"
"Relatório de Avaliação nº 821061 - Incra - SR-11",Avaliação,Outros,Auditoria interna governamental,Sim,22/06/2021,"Rio Grande do Sul"
"Relatório de Avaliação nº 820180 - Avaliação da gestão de pessoas do Conselho de Arquitetura e Urbanismo do Paraná - CAU/PR, exercícios 2019 e 2020.",Avaliação,Outros,Auditoria interna governamental,Não,31/01/2023,"Curitiba/PR"
"Relatório de Avaliação nº 820084 - Incra/SR29 - Convênios",Avaliação,Outros,Auditoria interna governamental,Não,19/09/2022,"Petrolina/PE"
"Relatório de Avaliação nº 819916 - Incra/SR03 - Convênios",Avaliação,Outros,Auditoria interna governamental,Não,19/09/2022,"Recife/PE"
"Relatório de Avaliação nº 819802 - Hemobrás - Contrato nº 12/2019",Avaliação,Outros,Auditoria interna governamental,Não,29/12/2021,"Recife/PE"
"Relatório de Avaliação nº 819765 - Petrobras - Contratação de Serviços Jurídicos",Avaliação,Outros,Auditoria interna governamental,Não,28/12/2022,"Rio de Janeiro/RJ"
"Relatório de Avaliação nº 819474 - Secretaria Especial de Desestatização, Desinvestimento e Mercado - comitê de elegibilidade",Avaliação,Outros,Auditoria interna governamental,Não,10/06/2021,"Brasília/DF"
"Relatório de Avaliação nº 819461 - Petrobras - Auditoria Anual de Contas do Exercício 2019",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,30/01/2022,"Rio de Janeiro/RJ"
"Relatório de Avaliação nº 819065 - Prefeitura Municipal de Colorado/PR - Sistema de Esgotamento Sanitário",Avaliação,Outros,Auditoria interna governamental,Sim,17/11/2022,"Colorado/PR"
"Relatório de Avaliação nº 818592 - Banco do Brasil - Políticas Públicas",Avaliação,Outros,Auditoria interna governamental,Sim,21/07/2021,"Brasília/DF"
"Relatório de Avaliação nº 818221 - Banco Central do Brasil",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,21/06/2021,"Brasília/DF"
"Relatório de Avaliação nº 818194 - SUSEP - Processo Administrativo Sancionador",Avaliação,Outros,Auditoria interna governamental,Sim,10/11/2021,"Brasília/DF"
"Relatório de Avaliação nº 817512 - SNH/MDR - CMAP/CMAS - Programa Minha Casa, Minha Vida",Avaliação,Outros,Auditoria interna governamental,Sim,02/07/2021,"Brasília/DF"
"Relatório de Avaliação nº 817300 - Exame do Contrato de Repasse Siconv nº 873159-2018 - MAPA em Irati",Avaliação,Outros,Auditoria interna governamental,Sim,26/12/2022,"Irati/PR"
"Relatório de Avaliação nº 817204 - SETRANS/PI - Convênio DNIT n.º UT-18-00004/2007-00",Avaliação,Outros,Auditoria Interna Governamental,Sim,22/12/2023,"Monte Alegre do Piauí/PI, Santa Filomena/PI"
"Relatório de Avaliação nº 817151 - Rodovias BR-163/PR e BR-487/PR - Superintendência Regional do DNIT no Estado do Paraná",Avaliação,Outros,Auditoria Interna Governamental,Não,03/04/2024,"Marechal Cândido Rondon/PR, Toledo/PR"
"Relatório de Avaliação nº 817137 - Superintendência Nacional de Previdência Complementar - PREVIC - Processo Sancionador",Avaliação,Outros,Auditoria interna governamental,Sim,25/06/2021,"Brasília/DF"
"Relatório de Avaliação nº 816707 - Obra de pavimentação urbana - Prefeitura Municipal de Fazenda Rio Grande/PR",Avaliação,Outros,Auditoria interna governamental,Sim,10/01/2023,"Fazenda Rio Grande/PR"
"Relatório de Avaliação nº 816120 - SETRANS/PI - Convênio DNIT n.º UT-18-00003/2007-00",Avaliação,Outros,Auditoria Interna Governamental,Sim,22/12/2023,"Caracol/PI, Guaribas/PI"
"Relatório de Avaliação nº 816112 - Secretaria Nacional de Segurança Hídrica / MDR - Projetos Prioritários do PPA",Avaliação,Outros,Auditoria interna governamental,Sim,22/10/2021,"Brasília/DF"
"Relatório de Avaliação nº 814758 - Consolidação SEDDM/ME - Políticas Públicas",Avaliação,Outros,Auditoria interna governamental,Não,22/12/2021,"Brasília/DF"
"Relatório de Avaliação nº 202000099 - FUNASA/SC",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Florianópolis/SC"
"Relatório de Avaliação nº 202000088 - Universidade Federal do Acre - Análise do Pregão SRP Ufac nº 02/2020 - Hospedagem e Alimentação",Apuração,Outros,Auditoria interna governamental,Não,22/09/2021,"Rio Branco/AC"
"Relatório de Avaliação nº 202000084 - Distrito Sanitário Especial Indígena Alto Rio Purus (DSEI/ARP) - Análise do Pregão SRP nº 01/2020 - Medicamentos",Apuração,Outros,Auditoria interna governamental,Não,13/10/2021,"Rio Branco/AC"
"Relatório de Avaliação nº 202000083 - Instituto de Administração Penitenciária do Acre (Iapen) - análise da regularidade da locação de equipamentos de inspeção corporal (bodyscan)",Avaliação,Outros,Auditoria interna governamental,Não,30/06/2022,"Rio Branco/AC"
"Relatório de Avaliação nº 202000050 - Gestão Hídrica - Sistema de Abastecimento de Água em Regiões Metropolitanas",Avaliação,Outros,Auditoria interna governamental,Não,09/07/2021,"Alagoas, Amapá, Bahia, Ceará, Distrito Federal, Goiás, Minas Gerais, Pará, Pernambuco, Rio Grande do Norte, São Paulo"
"Relatório de Avaliação nº 201902780 - Município de Limoeiro/PE - Programa Planejamento Urbano - Contrato de Repasse nº 821911/2015/Ministério das Cidades/Caixa.",Avaliação,Outros,Auditoria interna governamental,Não,16/12/2022,"Recife/PE"
"Relatório de Avaliação nº 201902666 - Secretaria de Desenvolvimento Agrário de Pernambuco - Programa Água para Todos",Avaliação,Outros,Auditoria interna governamental,Sim,23/09/2021,"Recife/PE"
"Relatório de Avaliação nº 201902645 - Programa Água para Todos - Companhia Pernambucana de Saneamento - Compesa",Avaliação,Outros,Auditoria interna governamental,Não,04/05/2022,"Petrolina/PE"
"Relatório de Avaliação nº 201902576 - Casa da Moeda do Brasil - CMB",Avaliação,Outros,Auditoria interna governamental,Não,17/02/2022,"Rio de Janeiro"
"Relatório de Avaliação nº 201902573 - Secretaria de Desenvolvimento Agrário de Pernambuco - Programa Água para Todos",Avaliação,Outros,Auditoria interna governamental,Sim,24/11/2021,"Recife/PE"
"Relatório de Avaliação nº 201902566 - Terceirização da Gestão de Saúde - HCP Hospital da Mulher do Recife",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Recife/PE"
"Relatório de Avaliação nº 201902565 - Terceirização da Gestão de Saúde - FMSA Maria Lucinda",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Recife/PE"
"Relatório de Avaliação nº 201902564 - Terceirização da Gestão de Saúde - Imip",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Recife/PE"
"Relatório de Avaliação nº 201902563 - Eletronuclear",Avaliação,Outros,Auditoria interna governamental,Não,05/04/2022,"Rio de Janeiro"
"Relatório de Avaliação nº 201902478 - Universidade Federal da Bahia",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Salvador/BA"
"Relatório de Avaliação nº 201902354 - Nuclep - Mapeamento dos Riscos de Desestatização",Avaliação,Outros,Auditoria interna governamental,Não,14/04/2022,"Itaguaí/RJ, Rio de Janeiro/RJ"
"Relatório de Avaliação nº 201902254 - Instituto de Pesos e Medidas do Estado do Espírito Santo (Ipem-ES)",Não se aplica,Outros,Auditoria interna governamental,Não,19/07/2021,"Vitória/ES"
"Relatório de Avaliação nº 201902227 _ Complexo Hospitalar e de Saúde da Universidade Federal da Bahia",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Salvador/BA"
"Relatório de Avaliação nº 201901116 - PRODETUR - SETUR/SE",Avaliação,Outros,Auditoria interna governamental,Não,21/03/2022,"Aracaju/SE"
"Relatório de Avaliação nº 201901114 - Hemobrás - Riscos associados à eventual desestatização",Consultoria,Outros,Auditoria interna governamental,Não,31/03/2022,"Recife/PE"
"Relatório de Avaliação nº 201901023 - Censo Escolar",Avaliação,Outros,Auditoria interna governamental,Não,24/05/2022,"Ilha das Flores/SE"
"Relatório de Avaliação nº 201901022 - Censo Escolar - Aquidabã/SE",Avaliação,Outros,Auditoria interna governamental,Não,24/05/2022,"Aquidabã/SE"
"Relatório de Avaliação nº 201901017 - Pnae - Aquidabã/SE",Avaliação,Outros,Auditoria interna governamental,Não,21/11/2022,"Aquidabã/SE"
"Relatório de Avaliação nº 201901014 - Empresa de Tecnologia e Informações da Previdência - DATAPREV - Modelo de Custeio",Avaliação,Outros,Auditoria interna governamental,Não,29/06/2021,"Brasília/DF"
"Relatório de Avaliação nº 201901011 - Pnae - Ilha das Flores/SE",Avaliação,Outros,Auditoria interna governamental,Não,24/05/2022,"Ilha das Flores/SE"
"Relatório de Avaliação nº 201802076 - PDDE - Sítio Novo/MA",Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,"Sítio Novo/MA"
"Relatório de Avaliação nº 201802042 - Pnae - Sítio Novo/MA",Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,"Sítio Novo/MA"
"Relatório de Avaliação nº 201802041 - Fundeb - Sítio Novo/MA",Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,"Sítio Novo/MA"
"Relatório de Avaliação nº 201802034 - Estruturação da Rede de Serviços de Atenção Básica de Saúde no município de Massapê do Piauí/PI",Apuração,Outros,Auditoria interna governamental,Sim,10/03/2022,"Massapê do Piauí/PI"
"Relatório de Avaliação nº 201801803 - Programa Nacional de Apoio à Cultura - Pronac - Fundação Cultural de Araxá e outras",Apuração,Demandas Externas e Representações,Auditoria interna governamental,Sim,22/11/2021,"Araxá/MG"
"Relatório de Avaliação nº 201801653 - LFDA/PE - Análises Laboratoriais",Avaliação,Outros,Auditoria interna governamental,Não,07/10/2021,"Recife/PE"
"Relatório de Avaliação nº 201801518 _ UFSB",Avaliação,Outros,Auditoria interna governamental,Sim,22/11/2021,"Porto Seguro/BA"
"Relatório de Avaliação nº 201801517 _ UFSB",Avaliação,Outros,Auditoria interna governamental,Sim,22/11/2021,"Itabuna/BA"
"Relatório de Avaliação nº 201801498 - Gerência Regional da Agência Nacional de Mineração no Estado da Bahia - ANM/BA",Avaliação,Outros,Auditoria interna governamental,Não,10/06/2021,"Salvador/BA"
"Relatório de Avaliação nº 201801489 - SRTb/PE - Fiscalização de obrigações trabalhistas",Avaliação,Outros,Auditoria interna governamental,Não,24/06/2021,"Recife/PE"
"Relatório de Avaliação nº 201801356 - Prefeitura Municipal de Curitiba/PR – Termo de Compromisso nº 0351.030-77/2011",Avaliação,Outros,Auditoria interna governamental,Não,31/01/2022,"Curitiba/PR"
"Relatório de Avaliação nº 201800553 – CHC-UFPR - Reestruturação e Modernização dos Hospitais Universitários Federais no município de Curitiba/PR",Avaliação,"Relatório de Atividades Subsidiárias",Auditoria interna governamental,Sim,08/12/2021,"Curitiba/PR"
"Relatório de Avaliação nº 201413176 - Distrito Sanitário Especial Indígena - Interior Sul",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Florianópolis/SC"
"Relatório de Avaliação nº 201413172 – Frente Nacional de Prefeitos (FNP) - Acordo de Cooperação Técnica PNUD BRA/10/001 – Exercícios 2010, 2011, 2012, 2013 e 2014",Avaliação,"Avaliação dos Contratos de Recursos Externos",Auditoria interna governamental,Não,25/11/2021,"Brasília/DF"
"Relatório de Avaliação nº 201411513 - Petrobras - Termo de Adiantamento de Tarifas com o Porto de Suape",Avaliação,"Demandas Externas e Representações",Auditoria interna governamental,Não,20/09/2021,"Ipojuca/PE, Rio de Janeiro/RJ"
"Relatório de Avaliação nº 1561909 – SAGICAD/MDS - Avaliação colaborativa do Cadastro Único com foco na experiência do usuário – Consolidação nacional [CGU Presente]",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Marituba/PA, Salvador/BA, Piraju/SP, Alegrete/RS, Pontalina/GO, Brasília/DF"
"Relatório de Avaliação nº 1524822 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Miguel Pereira/RJ",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Miguel Pereira/RJ"
"Relatório de Avaliação nº 1524814 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Penedo/AL",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Penedo/AL"
"Relatório de Avaliação nº 1524812 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Alagoinhas/BA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Alagoinhas/BA"
"Relatório de Avaliação nº 1524804 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Picos/PI",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Picos/PI"
"Relatório de Avaliação nº 1524790 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Autazes/AM",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Autazes/AM"
"Relatório de Avaliação nº 1524766 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Campina Grande do Sul/PR",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Campina Grande do Sul/PR"
"Relatório de Avaliação nº 1524763 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Vitória/ES",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Vitória/ES"
"Relatório de Avaliação nº 1524756 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Senador Guiomard/AC",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Senador Guiomard/AC"
"Relatório de Avaliação nº 1524752 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Tucuruí/PA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Tucuruí/PA"
"Relatório de Avaliação nº 1524747 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Teófilo Otoni/MG",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Teófilo Otoni/MG"
"Relatório de Avaliação nº 1524738 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Foz do Iguaçu/PR",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Foz do Iguaçu/PR"
"Relatório de Avaliação nº 1524726 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Campo Grande/MS",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Campo Grande/MS"
"Relatório de Avaliação nº 1524720 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Itumbiara/GO",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Itumbiara/GO"
"Relatório de Avaliação nº 1524713 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Abel Figueiredo/PA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Abel Figueiredo/PA"
"Relatório de Avaliação nº 1524708 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Lagarto/SE",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Lagarto/SE"
"Relatório de Avaliação nº 1524707 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Porto Alegre/RS",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Porto Alegre/RS"
"Relatório de Avaliação nº 1524705 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Itajubá/MG",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Itajubá/MG"
"Relatório de Avaliação nº 1524704 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Mossoró/RN",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Mossoró/RN"
"Relatório de Avaliação nº 1524702 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Humaitá/AM",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Humaitá/AM"
"Relatório de Avaliação nº 1524701 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Nova Iguaçu/RJ",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Nova Iguaçu/RJ"
"Relatório de Avaliação nº 1524700 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Mondaí/SC",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Mondaí/SC"
"Relatório de Avaliação nº 1524698 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Bom Jesus do Norte/ES",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Bom Jesus do Norte/ES"
"Relatório de Avaliação nº 1524695 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Santana do Livramento/RS",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Santana do Livramento/RS"
"Relatório de Avaliação nº 1524693 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Serra Azul/SP",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Serra Azul/SP"
"Relatório de Avaliação nº 1524692 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Fortaleza/CE",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Fortaleza/CE"
"Relatório de Avaliação nº 1524687 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Chapadinha/MA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Chapadinha/MA"
"Relatório de Avaliação nº 1524685 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Monsenhor Tabosa/CE",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Monsenhor Tabosa/CE"
"Relatório de Avaliação nº 1524680 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Cabedelo/PB",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Cabedelo/PB"
"Relatório de Avaliação nº 1524677 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Planaltina do Paraná/PR",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Planaltina do Paraná/PR"
"Relatório de Avaliação nº 1524676 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Itaberaba/BA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Itaberaba/BA"
"Relatório de Avaliação nº 1524673 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Salvador/BA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Salvador/BA"
"Relatório de Avaliação nº 1524672 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Pracuúba/AP",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Pracuúba/AP"
"Relatório de Avaliação nº 1524671 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Peruíbe/SP",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Peruíbe/SP"
"Relatório de Avaliação nº 1524668 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Timon/MA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Timon/MA"
"Relatório de Avaliação nº 1524667 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Itanhaém/SP",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Itanhaém/SP"
"Relatório de Avaliação nº 1524664 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Olinda/PE",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Olinda/PE"
"Relatório de Avaliação nº 1524663 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Belém/PA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Belém/PA"
"Relatório de Avaliação nº 1524659 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Quixadá/CE",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Quixadá/CE"
"Relatório de Avaliação nº 1524652 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Caseara/TO",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Caseara/TO"
"Relatório de Avaliação nº 1524646 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Porto Velho/RO",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Porto Velho/RO"
"Relatório de Avaliação nº 1524626 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Corguinho/MS",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Corguinho/MS"
"Relatório de Avaliação nº 1524625 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Israelândia/GO",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Israelândia/GO"
"Relatório de Avaliação nº 1524624 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Peri Mirim/MA",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Peri Mirim/MA"
"Relatório de Avaliação nº 1524620 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Rio Tinto/PB",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Rio Tinto/PB"
"Relatório de Avaliação nº 1524619 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Lagoa Salgada/RN",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Lagoa Salgada/RN"
"Relatório de Avaliação nº 1524618 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Chuí/RS",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Chuí/RS"
"Relatório de Avaliação nº 1524617 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Bonfim/RR",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Bonfim/RR"
"Relatório de Avaliação nº 1524616 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Seropédica/RJ",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Seropédica/RJ"
"Relatório de Avaliação nº 1524613 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Marcos Parente/PI",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Marcos Parente/PI"
"Relatório de Avaliação nº 1524611 – SAGICAD/MDS - Avaliação dos procedimentos de inclusão e de averiguação cadastral de famílias unipessoais no Cadastro Único em Araguainha/MT",Avaliação,Outros,Auditoria Interna Governamental,Não,05/04/2024,"Araguainha/MT"
