TÍTULO,TIPO_DE_SERVIÇO,GRUPO_DE_ATIVIDADE,LINHA_DE_AÇÃO,AVALIAÇÃO_DE_POLÍTICA_PÚBLICA,PUBLICADO_EM,LOCALIDADES
Relatório nº 1540677 - Análise da Licitação '9/2023' - Contratação de transporte aéreo do Distrito Sanitário Especial Indígena - Amapá e Norte do Pará (DSEI-AMP),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental	Não	14/02/2024	Macapá/AP,,,
Relatório nº 1541738 - Análise da Licitação '74/2023' - Aquisições para o restaurante - Instituto Federal de Educação,Ciência e Tecnologia do Piauí (IFPI),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental	Não	14/02/2024	Teresina/PI,,
Relatório nº 1544750 - Análise da Licitação '21/2023' - Contratação de serviços de vigilância e segurança - UFCSPA	Avaliação	Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,14/02/2024,Porto Alegre/RS,,
Relatório de Apuração nº 1189204 - Hospital Napoleão Laureano – João Pessoa/PB.,Apuração,,Auditoria Interna Governamental,Não,02/02/2024,João Pessoa/PB
"Relatório de Apuração 963871 - Prefeituras Municipais de Cachoeira Grande/MA, Carolina/MA, Estreito/MA, Morros/MA, Presidente Juscelino/MA, Sitio Novo/MA, Sucupira do Norte/MA e Zé Doca/MA - Auditoria de Apuração na execução dos recursos do Programa Nacional de Alimentação Escolar – PNAE em diversos municípios do Maranhão no período de enfrentamento da COVID-19, durante os exercícios de 2020 e 2021.",Apuração,Outros,Auditoria Interna Governamental,Sim,02/02/2024,São Luís/MA
Publicação - SFC - Aplicação na Atividade Finalística X Disponibilidades – SESI-RJ/SESI-CN (NAC4 CGU/RJ).	Avaliação	Outros	Auditoria Interna Governamental,Não,24/01/2024,Rio de Janeiro/RJ,,,
Relatório de Avaliação nº 1357383 - INSS e SPU/MGI - Avaliação da Transferência de Imóveis não operacionais do FRGPS,Avaliação,Outros,Auditoria Interna Governamental,Não,24/01/2024,Brasília/DF
Publicação - SFC - Aplicação na Atividade Finalística X Disponibilidades – SESC-RJ/SESC-NACIONAL (NAC4 CGU/RJ).,Avaliação,Outros,Auditoria Interna Governamental,Não,24/01/2024,Rio de Janeiro
Relatório de Apuração nº 932803 - MS - Município de Paulo Afonso/BA - Saúde/Covid,Apuração,Outros,Auditoria Interna Governamental,Não,22/01/2024,Paulo Afonso/BA
Publicação - Relato Gerencial dos Resultados das Ações de Controle Pontuais no DNIT - 2018 a 2022,Avaliação,Outros,Auditoria Interna Governamental,Sim,22/01/2024,Brasília/DF
"Relatório de Avaliação nº 1460223 - Prestação de contas sobre gestão das unidades de pesquisa do Ministério da Ciência, Tecnologia e Inovação - MCTI",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria Interna Governamental,Não,22/01/2024,Brasília/DF
Relatório de Avaliação nº 821876 - Petrobras - Desinvestimentos no Segmento de Refino,Avaliação,Outros,Auditoria Interna Governamental,Não,04/01/2024	Vitória/ES,Rio de Janeiro/RJ
Relatório de Apuração nº 823121 - Processo de autorização de venda do Programa Farmácia Popular do Brasil - Ministério da Saúde (MS),Apuração,Outros,Auditoria Interna Governamental,Não,04/01/2024,Florianópolis/SC
Publicação - Análise da Licitação Número '21/2023' da UASG '154048 - FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI (TERESINA/PI)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,02/01/2024,Teresina/PI
Publicação - Análise da Licitação Número '23/2023' da UASG '154048 - FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI (TERESINA/PI)',Avaliação	Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,02/01/2024,Teresina/PI,
Publicação - Avaliação - Implantação do Sistema de Esgotamento Sanitário - Município de Santarém/PA,Avaliação,Outros,Auditoria Interna Governamental,Sim,29/12/2023,Santarém/PA
Publicação - Avaliação - Ampliação do Sistema de Esgotamento Sanitário - Município Paragominas/PA,Avaliação,Outros,Auditoria Interna Governamental,Sim,29/12/2023,Paragominas/PA
Publicação - AVALIAÇÃO - MDR - Debêntures incentivadas de saneamento,Avaliação,Outros,Auditoria Interna Governamental,Sim,29/12/2023,Brasília/DF
Relatório de Avaliação nº 905542 - Avaliação dos Programas de Microcédito Urbano (Crediamigo) e Rural (Agroamigo) - Banco do Nordeste (BNB),Avaliação,Outros,Auditoria Interna Governamental,Não,29/12/2023,Fortaleza/CE
Relatório de Auditoria nº 1466686 - Aplicação na Atividade Finalística X Disponibilidades – SESC - Ceará,Avaliação,Outros,Auditoria Interna Governamental,Não,29/12/2023	Fortaleza/CE,Ceará
Relatório de Auditoria nº 1466683 - Aplicação na Atividade Finalística X Disponibilidades – SESI - Ceará,Avaliação,Outros,Auditoria Interna Governamental,Não,29/12/2023	Fortaleza/CE,Ceará
Relatório de Avaliação nº 1455027 - Imóveis ociosos ou embaraçados - Otimização do processo de destinação a estados e municípios - Roraima,Avaliação,Outros,Auditoria Interna Governamental,Não,29/12/2023,Roraima
Relatório de Avaliação nº 1111499 - Recursos de Apoio à Infraestrutura Turística - Ministério do Turismo (MTur) - Florianópolis/SC,Avaliação,Outros,Auditoria Interna Governamental,Não,28/12/2023,Florianópolis/SC
"Relatório de Avaliação nº 1192168 - Avaliação da regularidade da concessão de adicional de qualificação e afins no Instituto Federal de Educação, Ciência e Tecnologia de Roraima - IFRR",Avaliação,Outros,Auditoria Interna Governamental,Não,28/12/2023,Boa Vista/RR
Relatório de Avaliação nº 1145200 - Distrito Sanitário Indígena de Pernambuco – Dsei/PE - Macroprocesso de contratação de bens e serviços,Avaliação,Outros,Auditoria Interna Governamental,Não,28/12/2023,Recife/PE
Relatório de Apuração nº 1092265 - Contratação de empresas para fornecimento de livros didáticos mediante pagamento com recursos do Fundef (precatório) - Itapajé/CE,Apuração,,Auditoria Interna Governamental,Não,28/12/2023,Itapajé/CE
Publicação - Apuração de Denúncia sobre irregularidades na gestão da área de Compliance do SESI/CN,Apuração,Outros,Auditoria Interna Governamental,Não,28/12/2023,Brasília/DF
Publicação - Apuração de Denúncia sobre Aquisições Fraudulentas no COFECI,Apuração,Outros,Auditoria Interna Governamental,Não,28/12/2023,Brasília/DF
Relatório de Auditoria BIRD 8812/BR e 8813/BR - Secretaria Estadual de Educação de Sergipe,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,27/12/2023,Aracaju/SE
Relatório de Avaliação nº 1112963 - Execução dos recursos federais oriundos do MEC - Política de Fomento à Implementação de Escolas de Ensino Médio em Tempo Integral (EMTI) no Estado do Amapá,Avaliação,Outros,Auditoria Interna Governamental,Não,27/12/2023,Macapá/AP
"Relatório de Apuração nº 1369548 - Termos de Fomento do Ministério da Mulher, da Família e dos Direitos Humanos (MMFDH) - Instituto Boa Vista - Recife/PE",Apuração,Auditoria Interna Governamental,Não,26/12/2023,"Goiânia/GO, Pernambuco, Paraná, São Paulo",
Relatório de Apuração nº 1365479 - Aplicação de recursos federais do Programa Nacional de Alimentação Escolar - PNAE - Aurora/SC,Apuração,Auditoria Interna Governamental	Sim	26/12/2023	Aurora/SC,,,,
Relatório de Apuração nº 946718 - Moradia Estudantil da Universidade Federal de Santa Maria (UFSM),Apuração,Outros,Auditoria Interna Governamental,Sim,26/12/2023,Santa Maria/RS
Publicação - [SFB/Mapa] Avaliação do Processo de Concessão Florestal.,Avaliação,Outros,Auditoria Interna Governamental,Sim,26/12/2023,Brasília/DF
Relatório de Avaliação nº 1404900 - Acordo de Empréstimo BIRD 8812/BR e 8813/BR - Ministério da Educação (MEC),Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,22/12/2023,Brasília/DF
Relatório de Consultoria nº 1439768 - Modelo de contratação de serviços de nuvem do Sistema de Administração dos Recursos de Tecnologia da Informação – Sisp,Consultoria,Outros,Auditoria Interna Governamental,Não,22/12/2023,
Relatório de Avaliação - Acordos de Empréstimo BIRD 8812/BR e 8813/BR - Secretaria Estadual de Educação do Rio Grande do Norte/RN,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,22/12/2023,Natal/RN
Relatório de Avalição nº 1353246 - Acordos de Empréstimo BIRD 8812/BR e 8813/BR - Secretaria Estadual de Educação de Santa Catarina (SED-SC),Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,22/12/2023,Florianópolis/SC
Relatório de Apuração 939236 - Construção do Sistema Adutor Transparaíba (1.ª etapa – ramal Curimataú),Apuração,Outros,Auditoria Interna Governamental,Não,22/12/2023,João Pessoa/PB
Relatório de Avaliação nº 906811 - Convênio nº 842212/2016 - Superintendência do Desenvolvimento da Amazônia - SUDAM,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Macapá/AP
Relatório de Avaliação nº 906779 - Convênio nº 842271/2016 - Ministério da Integração e do Desenvolvimento Regional (MIDR),Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Macapá/AP
Relatório de Avaliação nº 1300910 - Execução de serviços de pavimentação - DNOCS,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Aracaju/SE
Relatório de Avaliação nº 1223987 - Execução dos recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de São Paulo/SP,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Brasília/DF
Relatório de Avaliação nº 842513 - Planos Anuais de Trabalho e Orçamento (PATO) - DNIT,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Brasília/DF
Relatório de Avaliação nº 816120 - SETRANS/PI - Convênio DNIT n.º UT-18-00003/2007-00,Avaliação,Outros,Auditoria Interna Governamental,Sim,22/12/2023,"Caracol/PI, Guaribas/PI"
Relatório de Apuração nº 1413511 - Acordos de Cooperação Técnica (ACT) e Processo de doações - SPU/PA,Apuração,Auditoria Interna Governamental,Não,22/12/2023,Belém/PA,
Relatório de Avaliação nº 906816 - Pavimentação de vias do município de Macapá - Convênio n° 842242/2016 - Ministério da Integração e Desenvolvimento Regional (MIDR),Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Macapá/AP
Relatório de Avaliação - Acordos de Cooperação BIRD 8812/BR e 8813/BR - Secretaria Estadual de Educação de Goiás - Goiânia/GO,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,22/12/2023,Goiânia/GO
Relatório nº 1528390 - Análise da Licitação Número '15/2023' da UASG '130005 - COORD.-GERAL DE EXECUCAO ORÇ. E FIN./DA/MAPA (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,22/12/2023,Brasília/DF
Relatório de Avaliação nº 817204 - SETRANS/PI - Convênio DNIT n.º UT-18-00004/2007-00,Avaliação	Outros	Auditoria Interna Governamental	Sim	22/12/2023	Monte Alegre do Piauí/PI,Santa Filomena/PI,,,,
Relatório de Avaliação nº 1176383 - Avaliação do Pregão nº 69/2022 - DNIT,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Macapá/AP
Relatório de Avaliação 1359894 - Aplicação na Atividade Finalística X Disponibilidades – SESI/PA,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Belém/PA
Relatório da Avaliação - Aplicação na Atividade Finalística X Disponibilidades – SESC/PA,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Belém/PA
Publicação - Análise da Licitação Número '15/2023' da UASG '240101 - MCT-COORD. GERAL DE RECURSOS LOGÍSTICOS/DF (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,22/12/2023,
Relatório de Avaliação 1537521 - Análise preventiva da Licitação Número '451/2023' - DNIT/SC,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,22/12/2023,Rancho Queimado/SC
Avaliação - Planilha de Custos Padronizada nas contratações de Posto de Trabalho terceirizado - SEGES/MGI,Avaliação,Outros,Auditoria Interna Governamental,Não,22/12/2023,Brasília/DF
Publicação - Gestão de Convênios do Sebrae Nacional,Avaliação,Outros,Auditoria Interna Governamental,Não,19/12/2023,Brasília/DF
Publicação - Avaliação do Processo de Remoção de Estoques,Avaliação,Outros,Auditoria Interna Governamental,Não,19/12/2023,Brasília/DF
Economia da Inovação nas Universidades Federais,Avaliação,Outros,Auditoria Interna Governamental,Sim,18/12/2023,Brasília/DF
Relatório de Apuração nº 1380884 – Prefeitura Municipal de Tucurui – Contratações com recursos do Ministério da Saúde.,Apuração,Auditoria Interna Governamental,Sim,14/12/2023,Tucuruí/PA,
Relatório nº 1352011 – Avaliação de pagamentos de exercícios anteriores de pessoal na APF,Avaliação,Outros,Auditoria Interna Governamental,Não,14/12/2023,Brasília/DF
Publicação - SFC - Modernização Gerencial - SPUNet: implantação da plataforma,Avaliação,Outros,Auditoria Interna Governamental,Sim,14/12/2023,Brasília/DF
Relatório nº 1351998 - Avaliação do cálculo automático dos benefícios de aposentadoria e pensão com base na média das maiores remunerações,Avaliação,Outros,Auditoria Interna Governamental,Não,14/12/2023,Brasília/DF
"Relatório de Avaliação nº 1353216 – Secretaria Especial de Produtividade, Emprego e Competitividade e Secretaria Especial de Comércio Exterior e Assuntos internacionais do Ministério do Desenvolvimento, Indústria, Comércio e Serviços – Acordo de Cooperação Técnica PNUD BRA/18/023 – Exercícios 2020, 2021 e 2022",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,14/12/2023,Brasília/DF
Publicação - SFC - Desburocratização IFES - Pesquisa acadêmica na UFMG,Avaliação,Outros,Auditoria Interna Governamental,Não,04/12/2023,"Belo Horizonte/MG, Brasília/DF"
Relatório de Avaliação n. 901213 - avaliação do processo “Prevenir e combater crimes e ilícitos em rodovias federais e áreas de interesse da União” na SPRF/SC.,Avaliação,Outros,Auditoria Interna Governamental,Não,29/11/2023,Florianópolis/SC
Publicação - Análise da Licitação Número '1/2023' da UASG '170018 - SUP.REGIONAL RECEITA FEDERAL 1A.RF/DF (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,28/11/2023,"Corumbá/MS, Ladário/MS"
"Avaliação da capacidade administrativa, orçamentária e de planejamento das Unidades de Pesquisa do MCTI",Avaliação,Outros,Auditoria Interna Governamental,Não,27/11/2023,"Brasília/DF, Rio de Janeiro, São Paulo"
Publicação - Avaliação Contrato nº 05/2018 - MCTIC,Avaliação,Outros,Auditoria Interna Governamental,Sim,24/11/2023,Brasília/DF
"Relatório de Apuração 1446544 - Auditoria na execução do Termo de Fomento 918664/2021 - Ministério da Mulher, da Família e dos Direitos Humanos - MMFDH",Apuração,Outros,Auditoria Interna Governamental,Não,24/11/2023,Palmas/TO
Relatório de Avaliação nº 1359920 - INSS - Avaliação de pagamentos da Maciça - acúmulos indevidos,Avaliação,Outros,Auditoria Interna Governamental	Não	24/11/2023	Brasília/DF,,,
Publicação - AVALIAÇÃO - MDR e SUDECO - Execução de recursos de verbas de emendas RP9,Avaliação,Outros,Auditoria Interna Governamental,Sim,22/11/2023,Brasília/DF
Publicação - Avaliação de convênios do Sebrae-SP,Apuração,Auditoria Interna Governamental,Não,22/11/2023,São Paulo/SP,
Relatório de Apuração 910166 - Verificação da execução dos recursos transferidos pela Finep mediante o Convênio SICONV nº 694601 ao CIEnP,Apuração,Outros,Auditoria Interna Governamental,Não,21/11/2023,Florianópolis/SC
Publicação - SFC - Companhia Docas do Pará (CDP) - Avaliação sobre Contratos de Arrendamento,Avaliação,Outros,Auditoria Interna Governamental,Não,20/11/2023	Belém/PA,
Relatório de Avaliação Preventiva de Licitações,Editais e Contratos nº 1479247 - INFRA S.A. - Pregão Eletrônico nº 5/2023 - Contratação de serviços continuados de apoio administrativo,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,17/11/2023
Consultoria Concessão do Canal de Acesso Aquaviário ao Porto de Paranaguá,Consultoria,Outros,Auditoria Interna Governamental,Não,16/11/2023,Brasília/DF
Publicação - Avaliação dos Macroprocessos “Supervisão de Mercados” e “Monitoramento e Fiscalização dos Mercados” Susep (Superintendência de Seguros Privados) sob o aspecto de conduta das empresas do mercado supervisionado.,Avaliação,Outros,Auditoria Interna Governamental,Sim,16/11/2023,Rio de Janeiro
Avaliação da Capacidade Institucional para Regulação - ANCINE,Avaliação,Outros,Auditoria Interna Governamental,Não,16/11/2023,Rio de Janeiro/RJ
Publicação - SFC - DNOCS - Possibilidade de revisão das utilizações,Avaliação,Outros,Auditoria Interna Governamental,Não,16/11/2023,Fortaleza/CE
Publicação - Avaliação da execução dos recursos dos Fundos dos Direitos da Criança e do Adolescente - Regional São Paulo/Barretos,Avaliação,Outros,Auditoria Interna Governamental,Sim,16/11/2023,Brasília/DF
Publicação - Avaliação da Governança de TI do Ministério da Cidadania,Avaliação,Outros,Auditoria Interna Governamental,Não,14/11/2023,Brasília/DF
Publicação - Relatório de Avaliação n. 1373601 - Governança das Aquisições - ANAC,Avaliação,Outros,Auditoria Interna Governamental,Não,14/11/2023,Brasília/DF
Publicação - Avaliação de uso de SRP em obras de pavimentação pela CODEVASF - ação com a CGU/PI (contratos 7.187.00/2018 e 7.205.00/2018),Avaliação,Outros,Auditoria Interna Governamental,Não,14/11/2023,"Guaribas/PI, Jaicós/PI, Teresina/PI"
Publicação - Análise da Licitação Número '3/2023' da UASG '194028 - COORDENACAO REGIONAL DE CUIABÁ (CUIABA/MT)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,14/11/2023,
Publicação - Análise da Licitação Número '16/2023' da UASG '154048 - FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI (TERESINA/PI)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,14/11/2023,
"Relatório de Avaliação 1345091 - Análise da formalização e execução dos Convênios nº Siconv 795257, 700415 e 820963 celebrados pelo CNPq junto à Fapesc.",Avaliação	Outros	Auditoria Interna Governamental	Não	14/11/2023	Florianópolis/SC,,,,,
Relatório de Avaliação nº 1262026 - Coordenação Regional da Funai no Juruá - Análise de contratações por Dispensa de Licitação - Avaliação da política de distribuição de cestas de alimentos a povos indígenas durante a pandemia da Covid-19.	Avaliação	Outros	Auditoria Interna Governamental	Não	13/11/2023	Cruzeiro do Sul/AC,,,,,,
Publicação - Análise de Licitação número 120/2023 da UASG 393016	Avaliação	Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,13/11/2023,,,
Relatório de Apuração nº 964570 - FNDE - Município de Feira de Santana/BA - PNATE	Apuração	Outros	Auditoria Interna Governamental,Não,10/11/2023,Feira de Santana/BA,,,
Publicação - Análise da Licitação Número '283/2022' da UASG '393017 - SUP. REG. DO DNIT NO ESTADO DA PARAIBA (JOAO PESSOA/PB)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,10/11/2023,
Relatório de Apuração nº 965449 - FNDE - Município de Uruçuca/BA - PNATE	Apuração	Outros	Auditoria Interna Governamental,Não,10/11/2023,Uruçuca/BA,,,
Relatório de Apuração nº 931433 - MS - Município de Salvador/BA - Saúde/Covid,Apuração,Outros,Auditoria Interna Governamental,Não,10/11/2023,Salvador/BA
"Análise do Contrato CDRJ nº 78/2018 que tem como objeto a prestação de serviços de captura, operação e supervisão de imagens e de dados de detecção e controle.",Apuração,Auditoria Interna Governamental,Não,10/11/2023,Rio de Janeiro,
Relatório de Apuração nº 938920 - MS - Município de Gandu/BA - Saúde/Covid,Apuração,Outros,Auditoria Interna Governamental,Não,10/11/2023,Gandu/BA
Relatório de Apuração nº 937561 - MS - Município de Riachão do Jacuípe/BA - Saúde/Covid,Apuração,Outros,Auditoria Interna Governamental,Não,10/11/2023,Riachão do Jacuípe/BA
Publicação - Análise da Licitação Número '546/2022' da UASG '393017 - SUP. REG. DO DNIT NO ESTADO DA PARAIBA (JOAO PESSOA/PB)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,10/11/2023,
Publicação - Análise da Licitação Número '174/2023' da UASG '393017 - SUP. REG. DO DNIT NO ESTADO DA PARAIBA (JOAO PESSOA/PB)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,10/11/2023,
Relatório de Avaliação nº 1205147 - INSS - Avaliação da análise automática de benefícios,Avaliação,Outros,Auditoria Interna Governamental,Não,09/11/2023,Brasília/DF
Relatório de Avaliação nº 1304683 - INSS - Avaliação do processo de prova de vida no INSS,Avaliação,Outros,Auditoria Interna Governamental,Não,09/11/2023,Brasília/DF
Publicação - Análise da Licitação Número '541/2022' da UASG '393014 - SUPERINT. REG. DO DNIT NO EST. DE RONDONIA (PORTO VELHO/RO)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,09/11/2023,
Publicação - CGU-R/RR - Avaliação do Programa Nacional de Alimentação Escolar – PNAE em Roraima.,Avaliação,Outros,Auditoria Interna Governamental,Não,09/11/2023,Boa Vista/RR
Relatório de Avaliação 1499810 - Análise da Licitação Número 294/2023 do Dnit/SC,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,09/11/2023,Florianópolis/SC
Publicação - Análise da Licitação Número '550/2022' da UASG '393014 - SUPERINT. REG. DO DNIT NO EST. DE RONDONIA (PORTO VELHO/RO)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,09/11/2023,
Publicação - SFC - CGU/BA - Avaliação dos procedimentos e pagamentos relacionados a imóveis foreiros da União nas Superintendências do Patrimônio da União,Avaliação,Outros,Auditoria Interna Governamental,Não,08/11/2023,"Recife/PE, Aracaju/SE, Salvador/BA, Rio de Janeiro/RJ, São Paulo/SP"
Relatório de Avaliação nº 1359284 - Investimentos de empresas beneficiadas pela Lei de Informática - MCTI,Avaliação,Outros,Auditoria Interna Governamental,Sim,08/11/2023,"Brasília/DF, Santa Catarina, São Paulo"
Relatório 1502416 - Análise da Licitação nº 148/2023 - UASG '155125 - HOSPITAL UNIVERSITÁRIO DE SANTA MARIA (SANTA MARIA/RS)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,07/11/2023,Santa Maria/RS
Publicação - Auditoria de Apuração sobre o Contrato de Repasse nº 896044/2019 firmado entre a SUDECO e o Município de Deodápolis/MS,Apuração,Auditoria Interna Governamental,Não,06/11/2023,Deodápolis/MS,
Publicação - Análise do Pregão SRP SRA/AC n. 04/2023 da UASG 170344 - Superintendência Regional de Administração do MGISP no Estado do Acre (SRA/AC),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,04/11/2023,
Relatório de Apuração nº 836924,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,01/11/2023,Rodrigues Alves/AC
Relatório de Avaliação n.º 905151 - Funasa e Governo do Estado do Piauí/SECID - Esgotamento Sanitário em Joaquim Pires/PI,Avaliação,Outros,Auditoria Interna Governamental,Não,31/10/2023,"Joaquim Pires/PI, Teresina/PI"
Relatório de Avaliação nº 936329 - CODERN - Avaliação dos Processos de Contratações,Avaliação,Outros,Auditoria Interna Governamental,Não,27/10/2023,Natal/RN
Publicação - 2022 - Avaliação da execução dos recursos dos Fundos dos Direitos da Criança e do Adolescente,Avaliação,Outros,Auditoria Interna Governamental,Não,26/10/2023,João Pessoa/PB
Publicação - Análise da Licitação Número '539/2022' da UASG '393017 - SUP. REG. DO DNIT NO ESTADO DA PARAIBA (JOAO PESSOA/PB)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,26/10/2023,
Publicação - Análise da Licitação Número '27/2023' da UASG '393014 - SUPERINT. REG. DO DNIT NO EST. DE RONDONIA (PORTO VELHO/RO)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,25/10/2023,
Relatório de Avaliação nº 1487128 - Análise Preventiva do Pregão n° 256/2023 - Superintendência Regional do DNIT/MG,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,20/10/2023,
Relatório de Avaliação Preventiva Definitivo nº 1197261 - Análise de Licitação n º 52/2022 - 4ªUNIT-PE/DNIT,Avaliação,Outros,Auditoria Interna Governamental,Não,18/10/2023,Recife/PE
Publicação - Estruturação da ENBPar,Avaliação,Outros,Auditoria Interna Governamental,Não,17/10/2023,Brasília/DF
Relatório de Avaliação Preventiva Final IFTO 1494135 (PALMAS/TO),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,17/10/2023,
Piso de Atenção Básica Fixo no município de Poço Redondo/SE,Avaliação,Demandas Externas e Representações,Auditoria Interna Governamental,Sim,17/10/2023,Poço Redondo/SE
Relatório nº 201902799 - Prefeitura Municipal de Frei Paulo/SE - Piso de Atenção Básica Fixo (PAB),Avaliação,Outros,Auditoria Interna Governamental,Sim,17/10/2023,Frei Paulo/SE
Relatório de Auditoria nº1423098 - Governança das Aquisições na Ufes,Avaliação,Outros,Auditoria Interna Governamental,Não,16/10/2023,Vitória/ES
Publicação - AAC Petrobras Exercício 2022,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria Interna Governamental,Não,11/10/2023,"Rio de Janeiro/RJ, Brasília/DF"
Publicação - DNOCS/CEST/SE – Avaliação de aquisições de máquinas/equipamentos,Avaliação,Outros,Auditoria Interna Governamental,Não,10/10/2023,"Aracaju/SE, Nossa Senhora da Glória/SE, Tobias Barreto/SE"
Relatório Final de Auditoria de Avaliação nº 940578 HFI - Auditoria Preventiva em Licitação realizada sobre o Edital do Pregão Eletrônico nº 05/2021 do Hospital Federal de Ipanema – HFI,Avaliação,Outros,Auditoria Interna Governamental,Não,06/10/2023,Rio de Janeiro/RJ
Publicação - Avaliação do processo de ressarcimento ao SUS realizado pela Agência Nacional de Saúde Suplementar (ANS).,Avaliação,Outros,Auditoria Interna Governamental,Não,06/10/2023,Brasília/DF
Relatório de Avaliação 955115 - Gestão de Ativos e Passivos do FGTS,Avaliação,Outros,Auditoria Interna Governamental,Não,06/10/2023,Brasília/DF
Relatório de Consultoria nº 1473817 - Ministério de Minas e Energia - Consultoria na contratação da auditoria independente pelo Comitê Gestor do Pró-Amazônia Legal,Consultoria,Demandas Externas e Representações,Auditoria Interna Governamental,Não,04/10/2023,Brasília/DF
"Análise do Contrato CDRJ nº 48/2020 cujo objeto é a prestação de serviço de locação de veículos executivos, leves, utilitários e motocicletas para Companhia Docas do Rio de Janeiro.",Apuração		Auditoria Interna Governamental,Não,04/10/2023,Rio de Janeiro/RJ,,
Publicação - Avaliação da gestão da SNSH quanto ao processo de apoio à implantação de infraestruturas hídricas estruturantes,Avaliação,Outros,Auditoria Interna Governamental,Sim,03/10/2023,Brasília/DF
Publicação - Apuração de denúncia,Apuração,Outros,Auditoria Interna Governamental,Não,03/10/2023,Sena Madureira/AC
Relatório de Avaliação nº 1184326 - Conselho Municipal dos Direitos da Criança e do Adolescente de Santarém,Avaliação,Outros,Auditoria Interna Governamental,Sim,03/10/2023,Brasília/DF
Relatório Final de Apuração nº 1049601 - Obras Terminal Igarassu - SEDUH-PE,Apuração,,Auditoria Interna Governamental,Não,03/10/2023,Pernambuco
Relatório de Apuração Definitivo nº 961237 - TC/PAC 0283/12 - SES Correntes/PE.,Apuração,Outros,Auditoria Interna Governamental,Não,03/10/2023,Correntes/PE
Análise de Licitação nº 13/2021 da UASG 250061 - HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO RJ,Avaliação,Outros,Auditoria Interna Governamental,Não,03/10/2023,Rio de Janeiro/RJ
Análise de Licitação n° 30/2022 da UASG 250052 - INSTITUTO NACIONAL DO CANCER - RJ,Avaliação,Outros,Auditoria Interna Governamental,Não,03/10/2023,Rio de Janeiro/RJ
